00400fe4 TerminatedCString /lib64/ld-linux-x86-64.so.2
00534ba3 string ipv4MappedIPv6Enabled
00534bbb string specialfinalizeralloc
00534bd3 string golang.org/x/time/rate
00534bec string **runtime.stackWorkBuf
00534c05 string *[256]runtime.guintptr
00534c1e string *[2]runtime.gcSweepBuf
00534c37 string *[35]runtime.mSpanList
00534c50 string *[61]strconv.leftCheat
00534c69 string *[65520]runtime.gcBits
00534c82 string *[8]*singleflight.call
00534c9b string *[8]dnsmessage.section
00534cb4 string *[]*reflect.structType
00534ccd string *[]*runtime.moduledata
00534ce6 string *[]*unicode.RangeTable
00534cff string *[][32]*runtime._defer
00534d18 string *[][]runtime.pallocSum
00534d31 string *[]net.hostLookupOrder
00534d4a string *[]reflect.structField
00534d63 string *[]runtime.stackObject
00534d7c string *func() *reflect.rtype
00534d95 string *func(*runtime.g) bool
00534dae string *func([]uint8, uint16)
00534dc7 string *func([]uint8, uint32)
00534de0 string *func([]uint8, uint64)
00534e12 string *main.NetbiosReplyName
00534e2b string *map.bucket[int]string
00534e44 string *map.bucket[string]int
00534e5d string *map[reflect.Type]bool
00534e76 string *map[string]*flag.Flag
00534e8f string *runtime.interfacetype
00534ea8 string *runtime.itabTableType
00534ec1 string *runtime.mSpanStateBox
00534eda string *runtime.stackfreelist
00534ef3 string *runtime.stackpoolItem
00534f0c string *runtime.traceStackPtr
00534f57 string *syscall.SockaddrInet6
00534f70 string addCountsAndClearFlags
00534f89 string *[101]runtime.finalizer
00534fa3 string *[317]unicode.CaseRange
00534fbd string *[5]*unicode.RangeTable
00534fd7 string *[5][32]*runtime._defer
00534ff1 string *[5][]runtime.pallocSum
0053500b string *[8]*reflect.structType
00535025 string *[8]*unicode.RangeTable
0053503f string *[8]net.hostLookupOrder
00535059 string *[]net.policyTableEntry
00535073 string *[]runtime.ancestorInfo
0053508d string *chan<- main.ScanResult
005350c1 string *encoding.TextMarshaler
005350db string *func() (string, error)
005350f5 string *func() reflect.ChanDir
0053510f string *func(*net.netFD) error
00535129 string *func(fmt.State, int32)
00535143 string *func(int) reflect.Type
0053515d string *json.reflectWithString
00535177 string *reflect.funcTypeFixed4
005351ab string *reflectlite.ValueError
005351c5 string *runtime.cgothreadstart
005351df string *runtime.notInHeapSlice
005351f9 string *runtime.stackObjectBuf
00535213 string *runtime.stackScanState
0053522d string *runtime.vdsoVersionKey
005352c9 string ReportIncompleteResults
005352e3 string addrRangeToSummaryRange
00535318 string *[179999]*runtime.bucket
0053534e string *[63]runtime.stackObject
00535369 string *[9]net.policyTableEntry
00535384 string *[]main.NetbiosReplyName
0053539f string *[]runtime.stackfreelist
005353ba string *[]runtime.traceStackPtr
005353d5 string *[]runtime.vdsoSymbolKey
0053540b string *dnsmessage.AAAAResource
00535426 string *func() ([]uint8, error)
00535441 string *func() <-chan struct {}
0053545c string *func() reflectlite.Kind
00535477 string *func() reflectlite.Type
005354c8 string *main.NetbiosReplyStatus
005354fe string *net.UnknownNetworkError
00535519 string *net.ipStackCapabilities
00535534 string *reflect.funcTypeFixed16
0053554f string *reflect.funcTypeFixed32
0053556a string *reflect.funcTypeFixed64
00535585 string *reflectlite.sliceHeader
005355a0 string *runtime.boundsErrorCode
005355bb string *runtime.cgoTracebackArg
005355d6 string *runtime.pcvalueCacheEnt
005355f1 string *runtime.persistentAlloc
0053560c string *runtime.stackWorkBufHdr
0053565d string *syscall.SockaddrNetlink
00535678 string *[2]runtime.vdsoSymbolKey
00535694 string *[4]runtime.stackfreelist
005356b0 string *[8192]runtime.pallocData
005356cc string *[]**runtime.stackWorkBuf
005356e8 string *[]json.reflectWithString
00535720 string *encoding.TextUnmarshaler
0053573c string *func() (time.Time, bool)
00535774 string *main.NetbiosReplyAddress
00535790 string *map.bucket[string]string
005357ac string *map.bucket[string]uint64
005357c8 string *map.bucket[uint32]uint32
005357e4 string *map[int32]unsafe.Pointer
00535800 string *map[unsafe.Pointer]int32
0053581c string *reflect.funcTypeFixed128
00535838 string *reflectlite.uncommonType
00535854 string *runtime.cgoSymbolizerArg
00535870 string *runtime.gcMarkWorkerMode
005358fc string IsInterfaceLocalMulticast
00535918 string fractionalUtilizationGoal
00535934 string *[2]**runtime.stackWorkBuf
00535951 string *[]runtime.pcvalueCacheEnt
0053598b string *dnsmessage.ResourceHeader
005359a8 string *func() *reflectlite.rtype
005359c5 string *func(func(uintptr)) error
005359e2 string *func(string) net.sockaddr
00535a1c string *json.UnsupportedTypeError
00535a39 string *map.bucket[*uint8][]uint8
00535a56 string *map.hdr[reflect.Type]bool
00535a73 string *map.hdr[string]*flag.Flag
00535a90 string *map[string]map[string]int
00535aad string *runtime.gcControllerState
00535aca string *runtime.sliceInterfacePtr
00535ae7 string *runtime.stackObjectBufHdr
00535b3e string FindAllStringSubmatchIndex
00535b5b string dedicatedMarkWorkersNeeded
00535b78 string summaryRangeToSumAddrRange
00535b95 string *[8]runtime.pcvalueCacheEnt
00535bb3 string *[]main.NetbiosReplyAddress
00535bd1 string *chan<- singleflight.Result
00535c0d string *json.UnsupportedValueError
00535c2b string *map.bucket[string][]string
00535c49 string *map.iter[string]*flag.Flag
00535c67 string *map[dnsmessage.Type]string
00535c85 string *map[interface {}]struct {}
00535ca3 string *map[string][]net.nssSource
00535cc1 string *net._Ctype_struct_addrinfo
00535cfd string *runtime.TypeAssertionError
00535d1b string *runtime.stringInterfacePtr
00535d39 string *runtime.traceAllocBlockPtr
00535d57 string *runtime.uint16InterfacePtr
00535d75 string *runtime.uint32InterfacePtr
00535e11 string json:"port,omitempty"
00535e29 string **net._Ctype_struct_addrinfo
00535e48 string *[4194304]*runtime.heapArena
00535e67 string *[8192]runtime.traceStackPtr
00535e86 string *[]*[8192]runtime.pallocData
00535ea5 string *[]runtime.stackObjectRecord
00535ec4 string *func([]uint8, []uint8) bool
00535ee3 string *func(interface {}, uintptr)
00535f02 string *func(reflectlite.Type) bool
00535f21 string *func(string, string, error)
00535f40 string *map.bucket[reflect.Type]int
00535f5f string *map[*reflect.structType]int
00535f7e string *map[dnsmessage.Class]string
00535f9d string *map[dnsmessage.RCode]string
00535fbc string *map[string]syntax.charGroup
00535fdb string *map[uint32][]*runtime._type
00535ffa string *[][8]runtime.pcvalueCacheEnt
0053601a string *[]chan<- singleflight.Result
0053603a string *func() *reflect.uncommonType
0053605a string *func(chan<- main.ScanResult)
0053607a string *func(uintptr, uintptr) error
0053609a string *map.bucket[reflect.Type]bool
005360ba string *map.bucket[string]*flag.Flag
005360da string *map[*reflect.structType]bool
005360fa string *map[interface {}]*sync.entry
0053615a string Probe
0053617a string Proto
00536181 string json:"proto,omitempty"
0053619a string *[1]chan<- singleflight.Result
005361bb string *[2][8]runtime.pcvalueCacheEnt
005361dc string *context.deadlineExceededError
005361fd string *func(int) reflect.StructField
0053621e string *map[dnsmessage.section]string
0053623f string *map[string]*singleflight.call
00536260 string *struct { sync.Once; val int }
00536281 string *[46912496118442]runtime.elfSym
005362a3 string *[]*[4194304]*runtime.heapArena
005362c5 string *func(*json.scanner, uint8) int
005362e7 string *func(func(uintptr) bool) error
00536309 string *map[context.canceler]struct {}
0053632b string *map[net.hostLookupOrder]string
0053634d string *map[string]*unicode.RangeTable
0053636f string *struct { F uintptr; s string }
00536390 string  *[1]*[4194304]*runtime.heapArena
005363b3 string  *[8192]*[8192]runtime.pallocData
005363d6 string  *func([]int) reflect.StructField
005363f9 string  *func(interface {}) interface {}
0053641c string  *map.bucket[int32]unsafe.Pointer
0053643f string  *map.bucket[unsafe.Pointer]int32
00536462 string  *map.hdr[uint32][]*runtime._type
005364a8 string  *nettrace.LookupIPAltResolverKey
005364cb string  *struct { F uintptr; is []int8 }
005364ee string !*func() *reflectlite.uncommonType
00536512 string !*func(int, int, int) (int, error)
00536536 string !*map.bucket[string]map[string]int
0053655a string !*map.hdr[*reflect.structType]bool
0053657e string !*map.hdr[interface {}]*sync.entry
005365a2 string !*map.hdr[string]*main.NetbiosInfo
005365c6 string !*struct { F uintptr; is []int16 }
005365ea string !*struct { F uintptr; is []int32 }
0053660e string !*struct { F uintptr; is []int64 }
00536632 string !*struct { F uintptr; now *int64 }
00536656 string "*func([]interface {}, bool, error)
0053667b string "*func(int, syscall.Sockaddr) error
005366a0 string "*func(interface {}) func(int, int)
005366c5 string "*map.bucket[dnsmessage.Type]string
005366ea string "*map.bucket[interface {}]struct {}
0053670f string "*map.bucket[string][]net.nssSource
00536734 string "*map.iter[interface {}]*sync.entry
00536759 string "*map.iter[string]*main.NetbiosInfo
0053677e string "*struct { F uintptr; name string }
005367a3 string "*struct { F uintptr; rel *string }
005367c8 string "*struct { F uintptr; ss []string }
005367ed string "*struct { b bool; x interface {} }
00536812 string "*struct { runtime.gList; n int32 }
00536837 string "*struct { sync.Mutex; m sync.Map }
0053685c string #*map.bucket[*reflect.structType]int
00536882 string #*map.bucket[dnsmessage.Class]string
005368a8 string #*map.bucket[dnsmessage.RCode]string
005368ce string #*map.bucket[string]syntax.charGroup
005368f4 string #*map.bucket[uint32][]*runtime._type
0053691a string #*map.hdr[context.canceler]struct {}
00536940 string #*map[runtime.typeOff]*runtime._type
00536966 string #*struct { F uintptr; dst *uintptr }
0053698c string $*func(int) (syscall.Sockaddr, error)
005369b3 string $*func(string) (reflect.Method, bool)
005369da string $*map.bucket[*reflect.structType]bool
00536a01 string $*map.bucket[interface {}]*sync.entry
00536a28 string $*map.bucket[string]*main.NetbiosInfo
00536a4f string $*map.hdr[runtime._typePair]struct {}
00536a76 string $*map.iter[context.canceler]struct {}
00536a9d string $*struct { F uintptr; gp *runtime.g }
00536ac4 string $*struct { F uintptr; pp *runtime.p }
00536aeb string $*struct { F uintptr; restart *bool }
00536b12 string %*[]map[runtime.typeOff]*runtime._type
00536b3a string %*func([]uint8) (int, net.Addr, error)
00536b62 string %*func([]uint8, net.Addr) (int, error)
00536b8a string %*func(interface {}) reflectlite.Value
00536bb2 string %*func(unsafe.Pointer, unsafe.Pointer)
00536bda string %*map.bucket[dnsmessage.section]string
00536c02 string %*map.bucket[string]*singleflight.call
00536c2a string %*struct { F uintptr; _g_ *runtime.g }
00536c52 string %*struct { base uintptr; end uintptr }
00536c82 string &vendor/golang.org/x/net/dns/dnsmessage
00536cab string &*func(*runtime.g, unsafe.Pointer) bool
00536cd4 string &*func(int, int, int) runtime.addrRange
00536cfd string &*func(string, string) ([]uint8, error)
00536d26 string &*func(unsafe.Pointer, uintptr) uintptr
00536d4f string &*map.bucket[context.canceler]struct {}
00536d78 string &*map.bucket[net.hostLookupOrder]string
00536da1 string &*map.bucket[string]*unicode.RangeTable
00536dca string &*struct { F uintptr; R *flag.FlagSet }
00536df3 string &*struct { F uintptr; R *net.Resolver }
00536e1c string &*struct { F uintptr; f *flag.FlagSet }
00536e45 string &*struct { cycle uint32; flushed bool }
00536e6e string '*map.bucket[runtime._typePair]struct {}
00536e98 string '*struct { F uintptr; c *runtime.hchan }
00536ec2 string '*struct { F uintptr; e *runtime.eface }
00536eec string '*struct { F uintptr; x *reflect.rtype }
00536f16 string '*struct { base uintptr; bound uintptr }
00536f40 string '*struct { signalLock uint32; hz int32 }
00536f6a string (*func(int, runtime.addrRange) (int, int)
00536f95 string (*struct { F uintptr; R json.mapEncoder }
00536fc0 string (*struct { F uintptr; R json.ptrEncoder }
00536feb string (*struct { F uintptr; c *runtime.mcache }
00537016 string (*struct { F uintptr; conf *net.nssConf }
00537041 string (*struct { F uintptr; s **runtime.mspan }
0053706c string (*struct { laddr net.TCPAddr; value int }
00537097 string )*func(string) (reflect.StructField, bool)
005370c3 string )*struct { F uintptr; c **runtime.mcache }
005370ef string **[]struct { laddr net.TCPAddr; value int }
0053711c string **func(unsafe.Pointer, unsafe.Pointer) bool
00537149 string **map.bucket[runtime.typeOff]*runtime._type
00537176 string **struct { F uintptr; R json.arrayEncoder }
005371a3 string **struct { F uintptr; R json.floatEncoder }
005371d0 string **struct { F uintptr; R json.sliceEncoder }
005371fd string **struct { F uintptr; c *context.timerCtx }
0053722a string **struct { F uintptr; ps []unsafe.Pointer }
00537257 string **struct { F uintptr; result []*flag.Flag }
00537284 string **struct { F uintptr; rw *runtime.rwmutex }
005372b1 string +*[2]struct { laddr net.TCPAddr; value int }
005372df string +*struct { F uintptr; R json.structEncoder }
0053730d string +*struct { F uintptr; c *context.cancelCtx }
0053733b string +*struct { F uintptr; fields *[]json.field }
00537369 string +*struct { F uintptr; lane chan net.result }
00537397 string +*struct { F uintptr; s *runtime.pageAlloc }
005373c5 string ,*func(string, string, syscall.RawConn) error
005373f4 string ,*struct { F uintptr; R *net.resolverConfig }
00537423 string ,*struct { F uintptr; c *[]net.nssCriterion }
00537452 string ,*struct { F uintptr; out *int32; in *int32 }
00537481 string ,*struct { len int; buf [128]*runtime.mspan }
005374b0 string -*struct { F uintptr; R json.condAddrEncoder }
005374e0 string .*struct { F uintptr; addr *uint32; ret int32 }
00537511 string .*struct { F uintptr; net string; portnum int }
00537542 string /*struct { F uintptr; R *runtime.itabTableType }
00537574 string /*struct { F uintptr; pc *uintptr; ret *string }
005375a6 string 0*struct { F uintptr; pp *runtime.p; sc uintptr }
005375d9 string 0*struct { F uintptr; src uintptr; dst *uintptr }
0053760c string 0*struct { lock runtime.mutex; q runtime.gQueue }
0053763f string 0*struct { root runtime.semaRoot; pad [40]uint8 }
00537672 string 1*func() (unsafe.Pointer, syscall._Socklen, error)
005376a6 string 1*struct { F uintptr; R *net.ipStackCapabilities }
005376da string 1*struct { F uintptr; sp uintptr; _g_ *runtime.g }
0053770e string 2*[]struct { root runtime.semaRoot; pad [40]uint8 }
00537743 string 2*struct { F uintptr; sv []json.reflectWithString }
00537778 string 2*struct { lock runtime.mutex; list runtime.gList }
005377ad string 2*struct { runtime.mutex; runtime.persistentAlloc }
005377e2 string 3*struct { F uintptr; gp *runtime.g; traceskip int }
00537818 string 3*struct { item runtime.stackpoolItem; _ [40]uint8 }
0053784e string 3*struct { mcentral runtime.mcentral; pad [8]uint8 }
00537884 string 4*func(func(string) bool) (reflect.StructField, bool)
005378bb string 4*struct { F uintptr; gp *runtime.g; _p_ *runtime.p }
005378f2 string 4*struct { F uintptr; gp *runtime.g; scanWork int64 }
00537929 string 4*struct { F uintptr; siz int32; d **runtime._defer }
0053c39a string 5*[251]struct { root runtime.semaRoot; pad [40]uint8 }
0053c3d2 string 5*[]struct { item runtime.stackpoolItem; _ [40]uint8 }
0053c40a string 5*[]struct { mcentral runtime.mcentral; pad [8]uint8 }
0053c442 string 5*func(*json.encodeState, reflect.Value, json.encOpts)
0053c47a string 5*struct { F uintptr; addr unsafe.Pointer; n uintptr }
0053c4b2 string 5*struct { size uint32; nmalloc uint64; nfree uint64 }
0053e5ba string 6*[4]struct { item runtime.stackpoolItem; _ [40]uint8 }
0053e5f3 string 7*[]struct { size uint32; nmalloc uint64; nfree uint64 }
0053e62d string 7*struct { F uintptr; debugLevel *int; dnsMode *string }
0053e667 string 7*struct { F uintptr; released *uintptr; crit *float64 }
0053e6a1 string 7*struct { F uintptr; stacksize int32; newg *runtime.g }
0053e6db string 7*struct { user bool; runnable runtime.gQueue; n int32 }
0053e715 string 8*[134]struct { mcentral runtime.mcentral; pad [8]uint8 }
0053e750 string 8*func(*runtime.hchan, unsafe.Pointer, bool) (bool, bool)
0053e78b string 8*func(context.Context, string, string) (net.Conn, error)
0053e7c6 string 8*struct { F uintptr; _cgo0 *net._Ctype_struct_addrinfo }
0053e801 string 9*[67]struct { size uint32; nmalloc uint64; nfree uint64 }
0053e83d string 9*func(*runtime.hchan, unsafe.Pointer, bool, uintptr) bool
0053e879 string 9*struct { F uintptr; gp *runtime.g; gcw *runtime.gcWork }
0053e8b5 string 9*struct { F uintptr; h *runtime.mheap; s *runtime.mspan }
0053e8f1 string :*func(*runtime.siginfo, *runtime.sigctxt, *runtime.g) bool
0053e92e string :*struct { F uintptr; p unsafe.Pointer; b *runtime.bucket }
0053e96b string :*struct { lock runtime.mutex; free [35]runtime.mSpanList }
0053e9a8 string ;*struct { F uintptr; frame *runtime.stkframe; bad uintptr }
0053e9e6 string <*func(context.Context, string, string) ([]net.IPAddr, error)
0053ea25 string <*struct { F uintptr; gp *runtime.g; pc uintptr; sp uintptr }
0053ea64 string <*struct { F uintptr; info *runtime.vdsoInfo; version int32 }
005405a2 string >*func(uintptr, uintptr, int, int, int, int64) (uintptr, error)
005405e3 string >*struct { F uintptr; wg *sync.WaitGroup; f *json.encoderFunc }
00540624 string ?*struct { F uintptr; prevDefer *runtime._defer; gp *runtime.g }
00540666 string @*struct { F uintptr; ok *bool; oldp *runtime.p; _g_ *runtime.g }
005406a9 string A*struct { F uintptr; scases []runtime.scase; lockorder []uint16 }
00547d6a string H*struct { F uintptr; firstFree *struct { base uintptr; bound uintptr } }
00547db5 string I*struct { F uintptr; state *runtime.stackScanState; gcw *runtime.gcWork }
00547e01 string L*struct { F uintptr; sp1 uintptr; sp2 uintptr; sp3 uintptr; _g_ *runtime.g }
00547e50 string M*struct { enabled bool; pad [3]uint8; needed bool; cgo bool; alignme uint64 }
00548d32 string N*struct { lock runtime.mutex; free runtime.mSpanList; busy runtime.mSpanList }
00548d83 string O*struct { lock runtime.mutex; g *runtime.g; parked bool; timer *runtime.timer }
00548dd5 string P*func(context.Context, string, *net.TCPAddr, *net.TCPAddr) (*net.TCPConn, error)
00548e28 string P*struct { F uintptr; r *net.Resolver; ctx context.Context; conf *net.dnsConfig }
00548e7b string S*struct { F uintptr; size *uintptr; needzero bool; noscan bool; s **runtime.mspan }
00548ed1 string S*struct { lock runtime.mutex; stack runtime.gList; noStack runtime.gList; n int32 }
0054b3fa string X*struct { F uintptr; typ *runtime._type; src unsafe.Pointer; off uintptr; size uintptr }
0054b455 string Z*struct { F uintptr; size uintptr; align uintptr; sysStat *uint64; p **runtime.notInHeap }
0054b4b2 string ]*struct { c unsafe.Pointer; elem unsafe.Pointer; kind uint16; pc uintptr; releasetime int64 }
0054bdc2 string ^*struct { F uintptr; pc uintptr; sp unsafe.Pointer; gp *runtime.g; prevDefer *runtime._defer }
0054be23 string _*[]struct { c unsafe.Pointer; elem unsafe.Pointer; kind uint16; pc uintptr; releasetime int64 }
0054be85 string _*struct { F uintptr; pc uintptr; sp uintptr; gp *runtime.g; skip int; pcbuf []uintptr; n *int }
0054bee7 string `*[2]struct { c unsafe.Pointer; elem unsafe.Pointer; kind uint16; pc uintptr; releasetime int64 }
0054bf4a string `*struct { F uintptr; sig *uint32; new *runtime.sigactiont; old *runtime.sigactiont; ret *int32 }
0054bfad string a*struct { F uintptr; msgs *runtime._panic; gp *runtime.g; pc uintptr; sp uintptr; docrash *bool }
0054d80a string e*struct { lock runtime.mutex; next int32; m map[int32]unsafe.Pointer; minv map[unsafe.Pointer]int32 }
0054e16a string f*struct { F uintptr; fn **runtime.funcval; argp unsafe.Pointer; siz int32; gp *runtime.g; pc uintptr }
0054e1d3 string f*struct { F uintptr; r *net.Resolver; ctx context.Context; conf *net.dnsConfig; lane chan net.result }
0054e23c string g*struct { F uintptr; h *runtime.mheap; npages uintptr; spanclass runtime.spanClass; s **runtime.mspan }
0054e2a6 string k*struct { F uintptr; s *reflectlite.sliceHeader; size uintptr; typ *reflectlite.rtype; tmp unsafe.Pointer }
0054e792 string q*struct { F uintptr; e *runtime.eface; f *runtime.eface; nret uintptr; fint *runtime._type; ot *runtime.ptrtype }
0054e806 string q*struct { lock runtime.mutex; newm runtime.muintptr; waiting bool; wake runtime.note; haveTemplateThread uint32 }
0054e87a string r*struct { F uintptr; addr unsafe.Pointer; n uintptr; prot int32; flags int32; fd int32; off uint32; ret *uintptr }
00550efa string y*func(context.Context, func(context.Context, string, string) ([]net.IPAddr, error), string, string) ([]net.IPAddr, error)
005548cb string *struct { sync.Mutex; byName map[string][]string; byAddr map[string][]string; expire time.Time; path string; mtime time.Time; size int64 }
00558553 string *struct { F uintptr; primaries net.addrList; fallbacks net.addrList; sd *net.sysDialer; results chan net.dialResult; returned chan struct {} }
005585e4 string *struct { note runtime.note; mask [3]uint32; wanted [3]uint32; ignored [3]uint32; recv [3]uint32; state uint32; delivering uint32; inuse bool }
00558676 string *struct { lock runtime.mutex; free *runtime.gcBitsArena; next *runtime.gcBitsArena; current *runtime.gcBitsArena; previous *runtime.gcBitsArena }
0055a47b string *struct { F uintptr; addrRangeToSummaryRange func(int, runtime.addrRange) (int, int); summaryRangeToSumAddrRange func(int, int, int) runtime.addrRange }
0055a516 string *struct { F uintptr; lookupGroupCtx context.Context; resolverFunc func(context.Context, string, string) ([]net.IPAddr, error); network string; host string }
0055dbcb string *struct { F uintptr; p **regexp.onePassProg; visitQueue *regexp.queueOnePass; check *func(uint32, []bool) bool; onePassRunes [][]int32; instQueue *regexp.queueOnePass }
0056b5da string ^*struct { allocfreetrace int32; cgocheck int32; clobberfree int32; efence int32; gccheckmark int32; gcpacertrace int32; gcshrinkstackoff int32; gcstoptheworld int32; gctrace int32; invalidptr int32; madvdontneed int32; sbrk int32; scavenge int32; scavtrace int32; scheddetail int32; schedtrace int32; tracebackancestors int32; asyncpreemptoff int32 }
0056fa2a string 2*struct { lock runtime.mutex; lockOwner *runtime.g; enabled bool; shutdown bool; headerWritten bool; footerWritten bool; shutdownSema uint32; seqStart uint64; ticksStart int64; ticksEnd int64; timeStart int64; timeEnd int64; seqGC uint64; reading runtime.traceBufPtr; empty runtime.traceBufPtr; fullHead runtime.traceBufPtr; fullTail runtime.traceBufPtr; reader runtime.guintptr; stackTab runtime.traceStackTable; stringsLock runtime.mutex; strings map[string]uint64; stringSeq uint64; markWorkerLabels [3]uint64; bufLock runtime.mutex; buf runtime.traceBufPtr }
0057375a string d*struct { full runtime.lfstack; empty runtime.lfstack; pad0 cpu.CacheLinePad; wbufSpans struct { lock runtime.mutex; free runtime.mSpanList; busy runtime.mSpanList }; _ uint32; bytesMarked uint64; markrootNext uint32; markrootJobs uint32; nproc uint32; tstart int64; nwait uint32; ndone uint32; nFlushCacheRoots int; nDataRoots int; nBSSRoots int; nSpanRoots int; nStackRoots int; startSema uint32; markDoneSema uint32; bgMarkReady runtime.note; bgMarkDone uint32; mode runtime.gcMode; userForced bool; totaltime int64; initialHeapLive uint64; assistQueue struct { lock runtime.mutex; q runtime.gQueue }; sweepWaiters struct { lock runtime.mutex; list runtime.gList }; cycles uint32; stwprocs int32; maxprocs int32; tSweepTerm int64; tMark int64; tMarkTerm int64; tEnd int64; pauseNS int64; pauseStart int64; heap0 uint64; heap1 uint64; heap2 uint64; heapGoal uint64 }
